city,country,count
Isle Of Man,Great Britain,1
Annapolis,USA,1
Greenbush,USA,1
Peru,USA,1
St. Albans,USA,1
North Island,USA,1
Lynchburg,USA,1
Hoboken,USA,1
Moborough,USA,1
Kent Co.,USA,1
Bloomfield,USA,1
Whilte Wall,USA,1
Jerrico,USA,1
Cateragus Co.,USA,1
New York,Canada,1
Canada,Great Britain,1
Barnsley,USA,1
Orange,Ny,1
Anarundell,USA,1
"Vernon, Ct",USA,1
Oneida Co.,USA,1
Covington,USA,1
White Plains,USA,1
Sandwich?,Unknown,1
"Brooklyn, Ny",Usa (Naturalized),1
"Smithfiled, Ri",Unknown,1
"Andover, Oh",Unknown,1
"Fayette, Ny",Unknown,1
"Sharon, Ct",Unknown,1
"Heniker, Nh",Unknown,1
Irwin,Unknown,1
"Grassburg, Vt",Unknown,1
"Freehold, Nj",Unknown,1
"Dora, Nj",Unknown,1
"Covington, Ky",Unknown,1
"Tioga, Pa",Unknown,1
"Stowe, Me",Unknown,1
"Schodack, Ny",Unknown,1
Memphis,Unknown,1
"Little York, Pa",Unknown,1
"Fairmont, Va",Unknown,1
"Elizabeth City, Nj",Unknown,1
"Memphis, Tn",Unknown,1
Hartford Co.,Unknown,1
East Falmouth,Unknown,1
"Harwich, Ma",Unknown,1
"Kema, Indonesia",Unknown,1
Adams,Unknown,1
Northampton,Unknown,1
"Indian Orchard, Ma",Unknown,1
"Hastings, Me, Sprinfield, Ma",Unknown,1
Cork,Unknown,1
"Lemister, Nh",Unknown,1
"Atworth, Nh",Unknown,1
"Windsor, Nova Scotia",Unknown,1
"Warren, Ns",Unknown,1
"Tombey, Pa",Unknown,1
Brigs Mills,Unknown,1
"Litchfield, Ct",Unknown,1
"Leroy, Ny",Unknown,1
"Greenfield, Ma",Unknown,1
Tewksbury,Unknown,1
"Simsbury, Ct",Unknown,1
"Roxbury, Nh",Unknown,1
New Wilmington,Unknown,1
"Foristville, Ny",Unknown,1
New Grenada,Unknown,1
Cazenovia N. Y.,Unknown,1
"Callao, Peru",Unknown,1
"Sharlon Co., Va",Unknown,1
"Saint Mathews, West Indies",Unknown,1
"Hackettstown, Nj",Unknown,1
East Providence,Unknown,1
"Weymouth, England",Unknown,1
"Fitzwilliam, Nh",Unknown,1
Quebec,Unknown,1
Nassau W. I.,Unknown,1
Gothenburg,Unknown,1
Bergen,Unknown,1
"Greenport, Ny",USA,1
Lay Karbrom,USA,1
Bangor,USA,1
Unknown,Unkown,1
Gibraltar,Spain,1
Bonavista,Cape De Verde,1
Ogdensburg,USA,1
Toledeo,USA,1
Fredericktown,USA,1
Wayland,USA,1
Belfast,Great Britain,1
Babylon,USA,1
Amora?,USA,1
N. S.,USA,1
Carlisle,USA,1
Hope,USA,1
Fayal,Lyons,1
Norwich,France,1
Norwich,Ireland,1
"Kingston, Ny",USA,1
Glanciscally?,USA,1
Whitehall,USA,1
Lyne,USA,1
Danbury?,USA,1
Holton,USA,1
Montgony,USA,1
Grand Com__,Unknown,1
Orange Co.,Unknown,1
Northport,Unknown,1
Moon Island,Unknown,1
"Brunswick, Mn",Unknown,1
"Hartford, Ny",Unknown,1
"Northville, Ny",Unknown,1
"Mopriah, Ny",Unknown,1
Bytown,Unknown,1
"Lee, Suffolk County, Nh",Unknown,1
Greenbush,Unknown,1
Newbury Port,USA,1
Jenkins Town,Unknown,1
Block Island,Unknown,1
South Carolina,Unknown,1
Saybrook,Unknown,1
"Holyoke, Ma",Unknown,1
Georia,Unknown,1
"Lewiston, Ma",Unknown,1
Johanna,Unknown,1
Saint Paul De Loando,Unknown,1
Port Baro,Unknown,1
Cape Elizabeth,USA,1
Cape Elizabeth,Unknown,1
"Trieste, Austria",Unknown,1
Is. Sara,Unknown,1
"Harpersfield, Ny",Unknown,1
"West, Ct",Unknown,1
"Sandy Hill, Md",Unknown,1
"Parish, Ny",Unknown,1
"Meredith, Nh",Unknown,1
"Grafton, Vt",Unknown,1
Mount Holly,Unknown,1
"Townsend, Ma",Unknown,1
"Harves Town, Ng",Unknown,1
"Easton, Maryland",Unknown,1
Bombay,Unknown,1
Uxbridge,Unknown,1
Planfield,Unknown,1
Jeffery,Unknown,1
"Middlesex, Vt",Unknown,1
Deerfield,Unknown,1
"Harlem, New York",Unknown,1
"Johnston, Ny",Unknown,1
"Hartland, Vt",Unknown,1
"Northumberland County, Va",Unknown,1
"Johnson County, Va",Unknown,1
Illegible,Unknown,1
"Chatham, Ct",Unknown,1
Washington Co.,USA,1
Bozrah?,USA,1
"Hoosick Co, Ny",Unknown,1
"Simcook, Nh",Unknown,1
"Hencork, Belgium",Unknown,1
Germany/Chicago,Unknown,1
"Cambridge, Ohio",Unknown,1
Baden,Unknown,1
"Trenton, Oneida County, Ny",Unknown,1
"Woodbury, Ct",Unknown,1
Richborough,Unknown,1
"Norfolk, Ny",Unknown,1
"Hydesville, Vt",Unknown,1
"Canaan, Vt",Unknown,1
"Greenport, L. I.",Unknown,1
"Waterall, Ny",Unknown,1
"Rochester, Mich",Unknown,1
Rio De Janeiro,Unknown,1
Germany/New Bedford,Unknown,1
Paita,Unknown,1
Navigator Island,Unknown,1
"Norfoklk, Va",Unknown,1
Coxsackie,Unknown,1
Newbury,Unknown,1
"Eastown, Nj",Unknown,1
Wellington,USA,1
Seekonk,USA,1
Seekonk,Unknown,1
New Bern,Unknown,1
Finland,Unknown,1
Corky,Unknown,1
New Bedford,Spain,1
Wentham,Unknown,1
Buxton,Unknown,1
,,1
Philadelphia,,1
Waterboro,Unknown,1
Hampstead,Unknown,1
Pittlburgh,Unknown,1
Bloomingdale,Unknown,1
Brutus,Unknown,1
"Black Rock, Ny",Unknown,1
"Wilton, Nh",Unknown,1
"Chazy, Ny",Unknown,1
"Stafford, Ct",Unknown,1
"Plainfield, Ny",Unknown,1
"Jewett, Ny",Unknown,1
"Jerusalem, Ny",Unknown,1
"Homer, Oh",Unknown,1
"Westlow, Ny",Unknown,1
"Westfield, Nj",Unknown,1
"Washington, Ny",Unknown,1
"Norristown, Pa",Unknown,1
"Mintonville, Pa",Unknown,1
"Havre De Grace, Md",Unknown,1
"Corinth, Me",Unknown,1
"Bristol, Pa",Unknown,1
North Port,Unknown,1
Tiverton,Foreign,1
Newark,Conn.,1
Bosyon,USA,1
"Teneriffe, Canary Island",Unknown,1
"Seeds, Me",Unknown,1
Elsinore,Unknown,1
Bloomfield,Unknown,1
"Peekskill, Ny",Unknown,1
"Troy, Me",Unknown,1
"Hillerton, Ma",Unknown,1
"Somerset, Ny",Unknown,1
"Milton, Vt",Unknown,1
Bucks County,Unknown,1
"Salem, Nl",Unknown,1
"Gloucester, Ct",Unknown,1
Hoosack Falls,Unknown,1
Rose,Unknown,1
Highgate,Unknown,1
Fishskill,Unknown,1
"Brunswick, Ny",Unknown,1
East Cambridge,Unknown,1
"Lancaster, Nh",Unknown,1
"Guilford, Ny",Unknown,1
"Cavendish, Vt",Unknown,1
Pepperell,Unknown,1
Marietta,Unknown,1
Jefferson,Unknown,1
Edgecomb,Unknown,1
Blue Hill,Unknown,1
Turin,Unknown,1
Pottersville,Unknown,1
Nassau,Unknown,1
Brattleboro,Unknown,1
"Esopus, Ny",Unknown,1
"Armsville, Ny",Unknown,1
"Morris County, Ny",Unknown,1
"Mt. Morris, Ny",Unknown,1
"Middletown, Pa",Unknown,1
"Rye, Ny",Unknown,1
"Wellington, Ct",Unknown,1
"Webster, Mi",Unknown,1
Mt. Holly,Unknown,1
Huron,Unknown,1
"Chilsea, Me",Unknown,1
"Bothman, Oh",Unknown,1
"Windham, Oh",Unknown,1
"Whitestown, Ny",Unknown,1
"Peacham, Vt",Unknown,1
"Hicksville, Ny",Unknown,1
"Hempstead, Ny",Unknown,1
"Fayetteville, Ny",Unknown,1
"East Fishkill, Ny",Unknown,1
"Falls Village, Ct",Unknown,1
"Alma, Ny",Unknown,1
Milwaukee,Unknown,1
"Leeds, England",Unknown,1
"Glasgow, Scotland",Unknown,1
"Buena Vista, Cape Verde",Unknown,1
"Belvidere, Nj",Unknown,1
Ascention Island,Unknown,1
"Windsor, Nj",Unknown,1
Susquehanna,Unknown,1
"Bangs, Me",Unknown,1
"Aberdeen, Ms",Unknown,1
Sommerville,Unknown,1
"Plaskyer, Ny",Unknown,1
Keene,Unknown,1
Austria,Unknown,1
"Stratham, Nh",Unknown,1
"Danville, Vt",Unknown,1
"Chesterville, Me",Unknown,1
"Avon, Me",Unknown,1
Duxbury,Unknown,1
"Bradford, Ct",Unknown,1
"Berwick, Me",Unknown,1
"Salina, Ny",Unknown,1
"Perrysville, Pa",Unknown,1
"Manchester, Ny",Unknown,1
Tarrytown,Unknown,1
Mattatuck Ny,Unknown,1
Tisboro,USA,1
Faial,Portugal,1
Fial,Portugal,1
New Bedford,Matthew Stetson,1
"Warner, Nh",Unknown,1
"Anson, Me",Unknown,1
"Cornish, Nh",Unknown,1
"Lions, Wayne County, Ny",Unknown,1
"Desham, Green County, Ny",Unknown,1
Bertland,Unknown,1
New Bedford,Portugues,1
Cape Nicholas,6 Islands,1
New Bedfrod,USA,1
E. Lyme,USA,1
B?,USA,1
Marlboro,USA,1
Florence,USA,1
"Randolph, Ma",USA,1
Almira St.,USA,1
Cumberland,USA,1
Yorkshire,Great Britain,1
Salem,Sweden,1
Salem,Otaheite,1
Shapley,Maine,1
St Johns,USA,1
Redding,USA,1
Blumfield,USA,1
"Pitston, Me",Unknown,1
"Meredith Bridge, Nh",Unknown,1
"Hamilton, Ny",Unknown,1
"Danbury, Ny",Unknown,1
"Charlton, Ny",Unknown,1
"Flushing, L. I.",Unknown,1
"Chelbarville, Me",Unknown,1
"Canaan, Ny",Unknown,1
South Coventry,Unknown,1
"Haynesville, Nj",Unknown,1
Weston,Unknown,1
Sulu Islands,Unknown,1
Assonet,Unknown,1
Mercy,USA,1
Horntown,USA,1
Phillipston,USA,1
"Boston, Ma",USA,1
Unknown,No Proof,1
Sindon ?,USA,1
Chicago,USA,1
West Farms,USA,1
Wrentham,USA,1
Great Falls,USA,1
"Winsbury, Ny",Unknown,1
Port Jervis,Unknown,1
Camden,USA,1
Johnson,USA,1
Birmingham,Great Britain,1
Pompey,USA,1
New London,"Western Islands, Portugal",1
"Brighton, Ny",USA,1
"Lisbon, Ct",USA,1
Hollann Purder,USA,1
Marston,USA,1
Greene Co.,USA,1
Edinborough,Scotland,1
"Burlington, Vt",Great Britain,1
West Cambridge,USA,1
Douglas,USA,1
Sanduinton?,USA,1
Sandwich Islands,USA,1
Hong Kong,China,1
Rarotonga,Otahiti,1
Rockland Co.,USA,1
Spencer,USA,1
Tahiti,Society Islands,1
Carlisle,Great Britain,1
Fishers Island,USA,1
"Hope, Vt",Unknown,1
"Bibay, Pa",Unknown,1
"Paulet, Vt",Unknown,1
"Charlestown, Ri",Unknown,1
"Griswold, Ct",Unknown,1
"Belbec, Ny",Unknown,1
Huntington. Ny,Unknown,1
"Gardner, Me",Unknown,1
"Cairo, Ny",Unknown,1
"Stockbridge, Ny",Unknown,1
"Northumberland, Ny",Unknown,1
"Hector, Ny",Unknown,1
"Clorick, Ny",Unknown,1
"Warren, Nh",Unknown,1
"Springfield, Nj",Unknown,1
"Seneca Falls, Ny",Unknown,1
Saratoga Springs,Unknown,1
"Lebanon, Pa",Unknown,1
"Windsor, Ny",Unknown,1
"Waquoit, Ma",Unknown,1
"Venice, Oh",Unknown,1
"South Durham, Me",Unknown,1
"Minot, Me",Unknown,1
East Auburn Me,Unknown,1
"Auburn, Me",Unknown,1
"Webster, Ma",Unknown,1
Willimantic,Unknown,1
Titusville,Unknown,1
Dublin,Ireland,1
Brockford,USA,1
Woodbridge,Great Britain,1
Sunderland,Great Britain,1
Richmondtown,USA,1
Attleborough,USA,1
Cloverland,USA,1
Saracas?,USA,1
Bethpage,USA,1
Mount Pleasant,USA,1
Alexander,USA,1
Sidney,USA,1
"Alexander, Ny",Unknown,1
Leeds,Great Britain,1
Borzah,USA,1
Dudley,USA,1
Fishkill,USA,1
Somers,USA,1
"Groton, Ct",Sweden,1
Wolcott,USA,1
New London,East Indian,1
Western Islands,[?],1
New London,Untied States Of America,1
"New Orleans, La",USA,1
Kentucky,USA,1
New York,La?,1
"Ontario, Ny",Unknown,1
"Middleboro, Vt",Unknown,1
"Marshfield, Vt",Unknown,1
"Lee, Me",Unknown,1
"Fort Wayne, Id",Unknown,1
"Ashburnham, Ma",Unknown,1
"Greenwich, Ny",Unknown,1
"Damariscotta, Me",Unknown,1
"Aurora, Il",Unknown,1
"Milville, Nj",Unknown,1
"Sal, Cape Verde",Unknown,1
Yates Co.,USA,1
Paynesville,USA,1
"Jackson, Pa",USA,1
Needham,USA,1
Albion,USA,1
Winslow,USA,1
Sanford,USA,1
South Glastenbury,USA,1
New York,Naturalized,1
Riverhead,USA,1
"Charleston, Ri",Unknown,1
Saratoga,Usa (Naturalized),1
Astonia,USA,1
Moriah,USA,1
Galen,USA,1
Lowell?,USA,1
Nipper Knock,Ny?,1
Summerville,USA,1
Frankford,USA,1
Gabarouch?,British Columbia,1
"Warren, Ri",USA,1
Wallabout?,USA,1
Jericho,USA,1
Wilton,USA,1
St. Croix,USA,1
Winthrop,USA,1
Brattleborough,USA,1
Scaford [?],USA,1
Walton,USA,1
North Madison,USA,1
Deerfield,USA,1
Salesbury,USA,1
Hagerstown,USA,1
"New Milford, Ct",Unknown,1
"Hanson, Ma",Unknown,1
"Killingley, Ct",Unknown,1
Newington,USA,1
Pennington,USA,1
Holland,USA,1
Kennebunk,USA,1
M?,USA,1
Norwich,Great Britain,1
Norwich,Denmark,1
Vermont,USA,1
Bath,Great Britian,1
Waterville,USA,1
Hingham,Unknown,1
Eastham,Unknown,1
"South Odell, Il",Unknown,1
"Niagara Falls, Ny",Unknown,1
"Dover, De",Unknown,1
"Bath, Ny",Unknown,1
S Kingston Ri,USA,1
New Bedford Petersburg Va,USA,1
Bristol Ri,USA,1
Nottingham Nh,USA,1
Berwick,Maine,1
Saco,Maine,1
[Portland],Sandwich Islands,1
"Ovid, Ny",Unknown,1
"Brewer, Me",Unknown,1
Bloomingburgh,Unknown,1
Isle Of St. George,Unknown,1
"Munroe, Ny",Unknown,1
"Westerle Green County, Ny",Unknown,1
"Hinsdale, Columbia County, Ny",Unknown,1
"Cincinnati, Oh",Unknown,1
"Hobart Town, Tasmania",Unknown,1
"Mansfield, Ct",Unknown,1
"Duxbury, Vt",Unknown,1
New Haven Ct,Unknown,1
"Portsmouth, England",Unknown,1
"Bradford, Vt",Unknown,1
"Ranson, Oneida County, Ny",Unknown,1
"Newfane, Windham County, Vt",Unknown,1
"Antrum, Columbus County, Ny",Unknown,1
"Sheffield, Ma",Unknown,1
"Haddam, Ct",Unknown,1
"Scranton, Pa",Unknown,1
"Sadsbury, Pa",Unknown,1
"North Bridge, Ma",Unknown,1
New Gardner,Unknown,1
"Hartwick, Ny",Unknown,1
"Harrisville, Ma",Unknown,1
Great Falls,Unknown,1
"Fairhaven, Vt",Unknown,1
"Dayton, Ny",Unknown,1
Clossenbury,Unknown,1
"Bloomingburg, Ny",Unknown,1
-,-,1
Ithica,USA,1
-,USA,1
"Saugus, Ma",Unknown,1
"Framingham, Ma",Unknown,1
"Hillsborough, Nh",Unknown,1
Kensington,Unknown,1
"Saint Albans, Vt",Unknown,1
"Richmond, Pa",Unknown,1
"Queen Anne, Md",Unknown,1
"Northfield, Vt",Unknown,1
"Conway, Me",Unknown,1
Windson,Unknown,1
Norridgewock,Unknown,1
Gardenr,Unknown,1
Farrington,Unknown,1
Cornille,Unknown,1
Canaan,Unknown,1
Boothbay,Unknown,1
"Westfield, Ma",Unknown,1
"Martins Hill, Ny",Unknown,1
Lunenburg,Unknown,1
Wirtemberg,Unknown,1
Towanda,Unknown,1
Phenix,Unknown,1
Farmersville,Unknown,1
East Douglass,Unknown,1
Allen,Unknown,1
New Bedford,Switzerland,1
"Plattsburgh, Ny",Unknown,1
"Scott, Ny",Unknown,1
"Windsor, Me",Unknown,1
"Woodbury, Ny",Unknown,1
"Tiveerton, Ri",Unknown,1
"Grantham, Nh",Unknown,1
"Neville, Ny",Unknown,1
"Coxackie, Ny",Unknown,1
Saint Johns,Unknown,1
"Rutland, Pa",Unknown,1
"Cambridge, Ny",Unknown,1
"Linden, Vt",Unknown,1
Havre De Gras,Unknown,1
Somus,USA,1
Brittany,Great Britian,1
New London,Hawaiian Islands,1
St. George,USA,1
Whittingham,USA,1
"Worcester, Ny",USA,1
Jefferson Co.,USA,1
Westmaid,Ireland,1
South Hadley,USA,1
Tarryville,USA,1
Ganex,Scotland,1
Acton,USA,1
Greenock,Scotland,1
Schoharie,Ny,1
Fairhaven/Philadelphia,Unknown,1
"Huron, Wayne County, Ny",Unknown,1
"Walton, Delaware County, Ny",Unknown,1
Steubenville,Unknown,1
"Peru, Il",Unknown,1
"Newburg, Ny",Unknown,1
"Waymect, Pa",Unknown,1
"Selvarno, Pa",Unknown,1
North Haven,Unknown,1
"Natick, Ma",Unknown,1
"Georgetown, Md",Unknown,1
"Canerndale, Pa",Unknown,1
"Berwick, Pa",Unknown,1
"West Point, Ny",Unknown,1
"Ringsbury, Ny",Unknown,1
"Littleton, Ma",Unknown,1
"Clapsville, O",Unknown,1
North Salem Ny,Unknown,1
"Newton, Ny",Unknown,1
"Lloyd, Ny",Unknown,1
Little Falls Ny,Unknown,1
Banyan Sura La,Unknown,1
Sandwich,Us,1
Thorton,Us,1
Newport,Us,1
Boston,Us,1
Concord,Us,1
Dartmouth,France,1
"Cold Spring, Ny",Unknown,1
"Canandaigua, Ny",Unknown,1
"Atkinson, Nh",Unknown,1
"Francestown, Nh",Unknown,1
Sippican,Unknown,1
Shelburne Falls,Unknown,1
Westport,,1
Brookhaven,Unknown,1
Holton,Unknown,1
Lincoln,Unknown,1
"Hebron, Oxford County, Me",Unknown,1
"Seneca, Ont. County, Ny",Unknown,1
"Oneida, Ny",Unknown,1
Grantville M,Unknown,1
"Columbia, Sc",Unknown,1
Cardiff,Unknown,1
"Attleboro, Ma",Unknown,1
New York State,Unknown,1
Fernandina,Unknown,1
Pottstown,USA,1
Spencer,Unknown,1
Barnet,Unknown,1
"Bernardstown, Ny",Unknown,1
Sheffield,USA,1
Meriden,USA,1
Kingstown,USA,1
Lexington,USA,1
Haverhill,USA,1
"New Utrecht, Ny",Unknown,1
Rowley,Unknown,1
"Carbondale, Pa",Unknown,1
"Clynton, Al",Unknown,1
Niagra Falls,Unknown,1
"Havestraw, Ny",Unknown,1
"Hyde Park, Vt",Unknown,1
"Norwalk, Oh",Unknown,1
"Milford, Pa",Unknown,1
"Ludlow, Ny",Unknown,1
Jerusalem,Unknown,1
"Canton, Oh",Unknown,1
"Amenia, Ny",Unknown,1
"Hartland, Ct",Unknown,1
Darien Ny,Unknown,1
"Chatham Four Corners, Ny",Unknown,1
"Loraine, France",Unknown,1
Iceland,Unknown,1
"Toronto, Canada",Unknown,1
South Weymouth,Unknown,1
Saint Clair,Unknown,1
Mogo,Unknown,1
Fortuna Islands,Unknown,1
"Morristown, Pa",Unknown,1
"Ansonia, Ct",Unknown,1
Ashley Falls,Unknown,1
Tunzey[?],Unknown,1
South Acton,Unknown,1
Era[Emmaus?],Unknown,1
C S,Unknown,1
"Fairfield, Ny",Unknown,1
"Frankfurt, Ky",Unknown,1
"Hillsdale, Ny",Unknown,1
"Waterford, Ct",Unknown,1
Yorkville,Unknown,1
"Auson, Me",Unknown,1
"Norrigework, Me",Unknown,1
"Collins, Ny",Unknown,1
"Ripley, Oh",Unknown,1
Sidney,Unknown,1
"Woonsocket Falls, Ri",Unknown,1
"Cornwell, Ny",Unknown,1
Whitefield,Unknown,1
Monmouth Co.,Unknown,1
Malden,Unknown,1
"Dundee, Il",Unknown,1
"Plymouth, Vt",Unknown,1
Minesink Ny,Unknown,1
"Long Branch, Nj",Unknown,1
"Lafayette, In",Unknown,1
"Albany, Nj",Unknown,1
"Readsboro, Vt",Unknown,1
"Oyster Bay, Ny",Unknown,1
Nova Scotia,Great Britain,1
"Chester County, London Grove, Pa",Unknown,1
"Waterbury, Me",Unknown,1
"Waddington, Ny",Unknown,1
Saratoga,Unknown,1
"Rondout, Ny",Unknown,1
"Irving, Ny",Unknown,1
Berkley,Unknown,1
"Lincoln, Ny",Unknown,1
"Fairport, Ny",Unknown,1
"Coventry, Ny",Unknown,1
"Snow Hill, Md",Unknown,1
Pownal Vt,Unknown,1
"Northampton, Me",Unknown,1
"Java, Ny",Unknown,1
"Albion, Ny",Unknown,1
Chester County,Penn,1
New Bedford,Foriegn,1
Wiscapett,USA,1
"Saint Mary'S, Ga",Unknown,1
"Huntington, Li, Ny",Unknown,1
White Plains,Unknown,1
"Oxford, Chenango County, Ny",Unknown,1
"Oswego County, Ny",Unknown,1
"Sodus, Ny",Unknown,1
Managunk,Unknown,1
Parker,Unknown,1
De Kalb,Unknown,1
Watson,Unknown,1
Vernon,Unknown,1
Killingly,Unknown,1
"Washington, Nc",Unknown,1
North Orange,Unknown,1
Whitingham,Unknown,1
"Medway, Ma",Unknown,1
"Little Britain, Ny",Unknown,1
"Guilford, Vt",Unknown,1
"Dearbonville, Wi",Unknown,1
Pittstown,USA,1
Shelter Island,USA,1
Remaston?,USA,1
New Salem,USA,1
Waterford?,USA,1
East Lyme?,USA,1
Norwich?,USA,1
New York?,USA,1
Petersham,USA,1
Conesville,USA,1
Lanesboro,USA,1
Edgecomb,USA,1
New London,"Unknown, U.S.A.",1
Greensborgh,La?,1
Phelpstown,USA,1
Gouglstown?,Ny?,1
Situate,USA,1
Yorktown,USA,1
Fairhaven Mass,USA,1
Westport Mass,USA,1
Carver,USA,1
[Wausne],USA,1
Nantucket,-,1
Tiverton,-,1
Cornwall,Unknown,1
North Kingstown,Unknown,1
Somers,Unknown,1
Yor ?,Unknown,1
Havensville,Unknown,1
Lockport,Unknown,1
Holderness,Unknown,1
"East Chester, Ny",Unknown,1
"Livingston, Columbus County, Ny",Unknown,1
"Dover, Nj",Unknown,1
"Nicholson, Pa",Unknown,1
North Fairhaven,Unknown,1
Middlegborough,Unknown,1
"Cunningham, Ma",Unknown,1
"Watson, Ny",Unknown,1
"Snowhill, Me",Unknown,1
"Newburyport, Ma",Unknown,1
"Amherst, Ma",Unknown,1
Europe,Unknown,1
"Schaghtioke, Ny",Unknown,1
"Kent Co., De",Unknown,1
"Canterbury, Ct",Unknown,1
"Windsor, Vt",Unknown,1
"Rose, Ny",Unknown,1
"Monson, Ma",Unknown,1
"Cocymans, Ny",Unknown,1
"Paris, Tenn",Unknown,1
"Winchenden, Ma",Unknown,1
West Saint Louis,Unknown,1
Fayal/Nantucket,Unknown,1
Nuku Hiva,Unknown,1
"Madison, Nj",Unknown,1
Fiji Islands,Unknown,1
West Springfield,Unknown,1
"Thorne, Germany",Unknown,1
"New Britain, Ct",Unknown,1
"Williamsburg, Va",Unknown,1
Saint Jose,Unknown,1
Norfolk Islands,Unknown,1
Rochdale,Unknown,1
"Wakefield, Ri",Unknown,1
"Peacedale, Ri",Unknown,1
Getnere?,Unknown,1
"Wilmington, Ma",Unknown,1
East Haddam Ct,Unknown,1
"Cheshire, Ct",Unknown,1
West Somerville,Unknown,1
"Norwich, Ma",Unknown,1
"Slatersville, Ri",Unknown,1
"Leavenworth, Kansas",Unknown,1
Pleasant Lake,Unknown,1
East Harwich,Unknown,1
"Berlin, Ct",Unknown,1
"Washington, Ma",Unknown,1
"Lisbon, Ct",Unknown,1
"Tunbridge, Vt",Unknown,1
"Pollet Or Bollett, Vt",Unknown,1
"Windham, Ny",Unknown,1
"West Vincent, Pa",Unknown,1
Stafford Springs,Unknown,1
"Middlebury, Ny",Unknown,1
"Gilboa, Ny",Unknown,1
"Buckston, Me",Unknown,1
"Topsham, Vt",Unknown,1
"Pricess Ann, Va",Unknown,1
"Enfield, Ct",Unknown,1
Pleasant Island,Unknown,1
"Lowden Hill, Nh",Unknown,1
"Tappan, Ny",Unknown,1
"Palmer, Ny",Unknown,1
"New Bern, Ny",Unknown,1
"Morris, Ny",Unknown,1
"Pocasset, Ma",Unknown,1
"Spencer, Ma",Unknown,1
Saint Eustatius,Unknown,1
"Plymton, Ma",Unknown,1
"North Tisbury, Ma",Unknown,1
"Olean, Ny",Unknown,1
"Long Plain, Ma",Unknown,1
Calais,USA,1
Haverstraw,USA,1
Wicksburg,USA,1
Odgensburg,USA,1
Hopewell,USA,1
Cambridge,USA,1
Platthill,USA,1
Glenville,USA,1
West Troy,USA,1
Eastford,USA,1
Cutler,USA,1
Unknown,Spain,1
Unknown,Southern Island,1
New Scotland,USA,1
Unknown,Otaheite,1
New York,German,1
Oswego,USA,1
Machias,USA,1
Harpswell,USA,1
Hairfield,USA,1
Eastern Shore,USA,1
Porter,USA,1
Turin,USA,1
Craftsbury,USA,1
Hunter,USA,1
Fayette,USA,1
Dryden,USA,1
Malden,USA,1
Hampden,USA,1
Erie,USA,1
Hallsburg,USA,1
"Plymouth, Il",Unknown,1
Plattsburgh,Unknown,1
"Lockport, Ny",Unknown,1
"Doylestown, Pa",Unknown,1
"Berry, Nh",Unknown,1
Bellevue,Unknown,1
"Yarmouth, Me",Unknown,1
"Wayne, Pa",Unknown,1
"Prue, Ny",Unknown,1
"Greene, Me",Unknown,1
"Berlin, Md",Unknown,1
Lester,Unknown,1
Schoharie,Unknown,1
Hollis,Unknown,1
Hansen,Unknown,1
"Newbury, Nh",Unknown,1
"Nashua, Ny",Unknown,1
"Lewistown, Pa",Unknown,1
"Closerick, Ny",Unknown,1
"Brooklyn, Ct",Unknown,1
"Adams, Ma",Unknown,1
"Phenix, Ri",Unknown,1
"Jefferson, Me",Unknown,1
"Carlisle, Oh",Unknown,1
Onondaga,Unknown,1
Vineyard Grace,Unknown,1
"Rock Island, Vt",Unknown,1
Mache,Unknown,1
"Dimock, Pa",Unknown,1
Sag Harbour,USA,1
Sharon,USA,1
Accomack Co.,USA,1
"Norwich, Ct",USA,1
"Worcester, Ma",USA,1
Halifax,USA,1
Boston,Usa Naturalized,1
Tioga,USA,1
Murry,USA,1
West Springfield,USA,1
Clintonville,USA,1
Glasbonbury,USA,1
Blackstone?,USA,1
Brighton,USA,1
Williamsburg,USA,1
Westport?,USA,1
Germany,USA,1
Geneva,USA,1
Beverly,USA,1
"Edenburg, Scotland",Unknown,1
"Petersburg, Va",Unknown,1
"Columbia, Nh",Unknown,1
"Whitehall, Ny",Unknown,1
"Veazie, Me",Unknown,1
"Pepperell, Ma",Unknown,1
"Kittery, Me",Unknown,1
Goffstown,Unknown,1
Bradford,Unknown,1
"Mount Hope, Ny",Unknown,1
"Cambridge, Ns",Unknown,1
"Burke, Vt",Unknown,1
"Andover, Ny",Unknown,1
Salem,Frances,1
Salem,Bartol?,1
Boylston,USA,1
Tuftonborough,USA,1
Snow Hill,USA,1
Murray Ny,USA,1
New Bedford,Ireland,1
Landuff,USA,1
Marion,USA,1
Shrewsbury,USA,1
Cavandish,USA,1
"Mount Morris, Ny",Unknown,1
Pawfort,Unknown,1
Caskill,Unknown,1
St. Nicolas,Unknown,1
New York,Spain,1
Andover?,USA,1
Boston,Germany,1
Gracioza,Western Islands,1
Wooster,Great Britain,1
South Berwick,USA,1
Bahia,South America,1
"Williamsburg, Ny",USA,1
Ophe?,West Canada?,1
Easton,USA,1
Worcester,Great Britain,1
"Waterford, Ct",USA,1
Otsego Co.,USA,1
Blackstone,Unknown,1
Orange,Unknown,1
East River,Unknown,1
Ritchfield,Unknown,1
Mobile,Unknown,1
Stratford,Unknown,1
New Gloucester,Unknown,1
Willittsburgh,Unknown,1
Waterloo,Unknown,1
Moravia,Unknown,1
"Mexico, Tx",Unknown,1
Kent Co.,Unknown,1
Clyde,Unknown,1
Astoria,Unknown,1
"Round Ridge, Ny",Unknown,1
